IR0_cam,IR1_cam,IR2_cam,IR3_cam,IR0_meas,IR1_meas,IR2_meas,IR3_meas
0.34,0.34,29.02,14.68,324.0,227.0,967.0,978.0
0.32,0.32,28.87,14.59,324.0,227.0,967.0,978.0
0.32,0.32,28.87,14.59,324.0,226.0,967.0,978.0
0.32,0.32,28.87,14.59,324.0,227.0,967.0,978.0
2.39,0.34,26.97,14.68,324.0,227.0,967.0,978.0
2.43,0.37,27.13,14.78,337.0,228.0,961.0,964.0
1.11,1.11,33.36,6.29,337.0,228.0,961.0,964.0
1.1,1.1,33.3,6.35,284.0,227.0,959.0,964.0
1.39,1.39,30.54,5.1,284.0,227.0,959.0,964.0
1.27,1.27,31.96,5.53,286.0,227.0,958.0,964.0
1.27,1.27,31.96,5.53,286.0,227.0,958.0,964.0
1.49,1.49,29.43,4.77,286.0,227.0,958.0,964.0
1.29,1.29,31.75,5.46,288.0,227.0,958.0,964.0
1.31,1.31,31.53,5.4,288.0,227.0,958.0,964.0
1.27,1.27,31.96,5.53,288.0,227.0,958.0,964.0
1.37,1.37,30.78,5.17,288.0,227.0,958.0,964.0
1.37,1.37,30.78,5.17,288.0,226.5,958.0,964.0
0.95,0.95,32.45,7.3,288.0,226.0,958.0,964.0
0.81,0.81,31.64,8.53,299.5,226.0,959.5,965.5
0.81,0.81,31.64,8.53,311.0,226.0,961.0,967.0
3.1,3.1,29.82,12.42,314.0,225.5,958.0,962.0
3.1,3.1,29.79,12.48,314.0,227.0,956.0,957.0
3.1,3.1,29.79,12.48,314.0,227.0,956.0,957.0
5.44,3.19,27.92,14.43,314.0,227.0,956.0,957.0
5.32,5.32,27.56,11.99,342.0,230.0,948.0,837.0
2.23,2.23,26.32,12.27,342.0,230.0,948.0,837.0
1.5,3.93,8.26,16.09,213.0,540.0,952.0,963.0
1.35,3.73,8.93,15.64,213.0,541.0,952.0,963.0
1.41,3.81,8.65,15.82,213.0,540.0,952.0,963.0
1.35,3.73,8.93,15.64,213.0,540.0,952.0,963.0
1.5,3.93,8.26,16.09,213.0,540.5,952.0,963.0
1.35,3.73,8.93,15.64,213.0,541.0,952.0,963.0
1.41,3.81,8.65,15.82,212.0,542.5,952.0,963.5
1.35,3.73,8.93,15.64,212.0,542.0,952.0,963.0
1.41,3.81,8.65,15.82,212.0,543.0,952.0,963.0
1.44,3.85,8.51,15.91,212.0,543.0,952.0,963.0
1.41,3.81,8.65,15.82,214.0,530.0,952.0,964.0
1.41,3.81,8.65,15.82,214.0,530.0,952.0,964.0
1.35,3.73,8.93,15.64,214.0,524.5,952.0,964.0
1.41,3.81,8.65,15.82,214.0,525.0,952.0,964.0
3.73,3.73,8.93,15.64,214.0,525.0,952.0,964.0
3.73,3.73,8.93,15.64,210.0,611.0,949.0,741.0
12.0,0.57,2.7,30.31,210.0,611.0,949.0,741.0
13.16,0.52,2.63,30.01,191.0,956.0,965.0,418.0
13.17,0.52,2.63,30.03,191.0,956.0,965.0,418.0
13.16,0.52,2.63,30.01,190.5,956.0,965.0,418.0
13.16,0.52,2.63,30.01,190.0,956.0,966.0,419.0
13.16,0.52,2.63,30.01,190.0,956.0,965.0,419.0
13.16,0.52,2.63,30.01,190.5,956.0,965.0,419.0
13.16,0.52,2.63,30.01,190.0,956.0,965.0,419.0
13.02,0.47,2.57,29.76,190.0,956.0,965.0,419.0
13.16,0.52,2.63,30.01,190.0,956.0,965.0,419.0
13.16,0.52,2.63,30.01,191.5,962.0,961.0,374.0
13.02,0.47,2.57,29.76,191.0,962.0,961.0,374.0
13.02,0.47,2.57,29.76,189.0,956.0,966.0,418.0
13.02,0.47,2.57,29.76,190.0,956.0,966.0,418.0
15.27,2.63,0.52,27.91,195.0,967.0,960.0,344.0
15.13,2.57,0.48,27.69,194.0,967.0,960.0,344.0
2.63,2.74,5.58,19.5,190.0,788.0,957.0,832.0
2.63,2.74,5.58,19.5,190.0,789.0,957.0,832.0
2.63,2.74,5.58,19.5,190.0,789.0,957.0,831.5
2.63,2.74,5.58,19.5,190.0,789.0,957.0,832.0
3.09,2.33,5.04,20.88,189.0,826.5,957.5,763.0
3.09,2.33,5.04,20.88,188.0,864.0,958.0,694.0
3.31,2.17,4.83,21.54,189.0,945.0,955.0,486.0
3.09,2.33,5.04,20.88,189.0,945.0,955.0,486.0
6.46,3.39,2.12,24.84,191.0,952.5,953.0,403.5
6.35,3.31,2.17,24.58,193.0,960.0,951.0,321.0
6.35,3.31,2.17,24.58,190.0,953.0,953.0,402.5
6.35,3.31,2.17,24.58,190.0,953.0,953.0,403.0
3.63,1.98,4.57,22.49,188.0,913.5,957.0,592.0
3.09,2.33,5.04,20.88,188.0,914.0,957.0,592.0
3.09,2.33,5.04,20.88,187.0,879.0,958.0,662.0
3.39,2.12,4.76,21.78,187.0,879.0,958.0,662.0
3.31,2.17,4.83,21.54,187.0,903.0,958.0,616.0
3.31,2.17,4.83,21.54,187.0,903.0,958.0,616.0
3.63,1.98,4.57,22.49,187.0,903.0,958.0,616.0
3.39,2.12,4.76,21.78,187.0,903.0,958.0,616.0
3.55,2.02,4.63,22.26,189.0,950.0,955.0,438.0
3.63,1.98,4.57,22.49,189.0,950.0,955.0,438.0
1.26,3.62,9.37,15.39,189.0,950.0,955.0,438.0
1.19,3.51,9.82,15.16,220.0,470.0,952.0,966.0
1.13,3.44,10.19,14.99,219.0,470.0,952.0,966.0
1.13,3.44,10.19,14.99,221.0,462.0,952.0,966.0
1.2,3.54,9.7,15.21,221.0,462.0,952.0,966.0
1.06,3.35,10.69,14.79,219.0,483.0,952.0,953.0
3.09,2.33,5.04,20.88,219.0,483.0,952.0,953.0
3.09,2.33,5.04,20.88,186.0,883.0,958.0,654.0
3.39,2.12,4.76,21.78,186.0,883.0,958.0,655.0
3.31,2.17,4.83,21.54,186.0,894.0,958.0,634.0
3.31,2.17,4.83,21.54,186.0,894.0,958.0,634.0
3.39,2.12,4.76,21.78,188.0,948.0,955.0,461.0
1.26,3.62,9.37,15.39,188.0,948.0,955.0,461.0
0.75,2.93,14.19,13.84,241.0,362.0,954.0,971.0
0.75,2.93,14.19,13.84,241.0,362.0,954.0,971.0
5.38,12.09,14.33,16.54,228.0
,,,,336.0
,,,,402.0
,,,,951.0
5.41,12.13,14.37,16.34,228.0
,,,,336.0
,,,,402.0
,,,,951.0
5.38,12.09,14.33,16.54,228.0
,,,,336.0
,,,,402.0
,,,,951.0
6.27,16.34,20.36,0.24,228.0
,,,,336.0
,,,,403.0
,,,,951.0
4.89,15.59,16.79,2.75,229.0
,,,,337.0
,,,,403.0
,,,,951.0
2.69,15.42,18.15,2.69,229.0
,,,,337.0
,,,,403.0
,,,,951.0
2.84,15.8,15.39,2.84,229.0
,,,,337.0
,,,,403.0
,,,,951.0
10.89,27.58,6.72,0.46,229.0
,,,,337.0
,,,,403.0
,,,,951.0
6.37,26.65,10.42,0.28,228.0
,,,,336.0
,,,,403.0
,,,,951.0
6.41,26.77,10.48,0.31,228.0
,,,,336.0
,,,,403.0
,,,,951.0
4.38,26.77,12.52,0.31,228.0
,,,,336.0
,,,,403.0
,,,,951.0
1.45,4.9,20.77,1.45,228.0
,,,,336.0
,,,,403.0
,,,,951.0
1.55,4.6,21.14,1.55,238.0
,,,,373.0
,,,,384.0
,,,,910.0
3.74,8.89,18.05,3.74,238.0
,,,,373.0
,,,,384.0
,,,,910.0
4.81,24.63,3.33,2.16,958.0
,,,,297.0
,,,,233.0
,,,,953.0
2.16,27.68,3.33,2.16,958.0
,,,,297.0
,,,,233.0
,,,,953.0
2.16,27.68,3.33,2.16,958.0
,,,,297.0
,,,,233.0
,,,,953.0
4.2,26.2,12.2,0.2,957.0
,,,,277.0
,,,,236.0
,,,,955.0
4.21,26.25,12.23,0.21,957.0
,,,,277.0
,,,,236.0
,,,,955.0
4.2,26.21,12.2,0.2,957.0
,,,,277.0
,,,,236.0
,,,,955.0
3.39,23.24,4.76,2.12,957.0
,,,,277.0
,,,,236.0
,,,,955.0
3.98,22.06,4.33,1.8,957.0
,,,,277.0
,,,,236.0
,,,,955.0
5.19,20.46,3.75,1.36,957.0
,,,,277.0
,,,,236.0
,,,,955.0
5.54,20.13,3.63,1.27,957.0
,,,,277.0
,,,,236.0
,,,,955.0
5.72,19.97,3.57,1.23,957.0
,,,,277.0
,,,,236.0
,,,,955.0
5.72,19.97,3.57,1.23,957.0
,,,,277.0
,,,,236.0
,,,,955.0
5.72,19.97,3.57,1.23,957.0
,,,,277.0
,,,,236.0
,,,,955.0
4.55,21.2,4.02,1.56,957.0
,,,,277.0
,,,,236.0
,,,,955.0
4.55,21.2,4.02,1.56,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.88,22.23,4.39,1.85,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
3.55,22.89,4.63,2.02,955.0
,,,,314.0
,,,,236.0
,,,,936.0
13.74,16.54,11.4,10.95,194.0
,,,,476.0
,,,,164.0
,,,,128.0
14.06,16.9,11.12,11.22,194.0
,,,,476.0
,,,,164.0
,,,,128.0
4.28,8.32,22.43,8.32,194.0
,,,,476.0
,,,,164.0
,,,,128.0
3.53,9.72,21.37,10.54,194.0
,,,,476.0
,,,,164.0
,,,,128.0
5.87,8.2,17.49,12.87,194.0
,,,,476.0
,,,,164.0
,,,,128.0
5.74,8.05,18.22,12.67,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-1.27,7.8,28.17,2.69,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.06,8.56,19.29,-0.23,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.13,8.39,19.58,-0.16,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.1,8.44,19.49,-0.18,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.45,7.57,21.33,0.23,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.42,7.65,21.12,0.18,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.55,7.33,21.96,0.37,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.42,7.65,21.12,0.18,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.49,7.48,21.54,0.28,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.32,7.9,20.53,0.05,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.57,7.27,22.16,0.41,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.55,7.33,21.96,0.37,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.55,7.33,21.96,0.37,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.72,6.9,23.39,0.69,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.63,7.11,22.65,0.52,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.55,7.33,21.96,0.37,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.52,7.41,21.76,0.32,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.82,6.66,24.39,0.91,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.8,6.7,24.19,0.86,194.0
,,,,476.0
,,,,164.0
,,,,128.0
-0.63,9.7,19.49,0.52,194.0
,,,,476.0
,,,,164.0
,,,,128.0
1.7,11.7,17.52,4.2,214.0
,,,,246.0
,,,,590.0
,,,,451.0
1.7,9.2,20.86,4.2,214.0
,,,,246.0
,,,,590.0
,,,,451.0
-0.89,6.47,25.28,1.11,214.0
,,,,247.0
,,,,589.0
,,,,449.0
-0.82,6.66,24.39,0.91,214.0
,,,,247.0
,,,,588.0
,,,,449.0
-0.98,6.26,26.42,1.36,214.0
,,,,247.0
,,,,588.0
,,,,449.0
-0.98,6.26,26.42,1.36,214.0
,,,,248.0
,,,,589.0
,,,,449.0
-1.03,6.12,27.25,1.54,214.0
,,,,247.0
,,,,589.0
,,,,449.0
-1.03,6.12,27.25,1.54,214.0
,,,,248.0
,,,,589.0
,,,,449.0
-1.03,6.12,27.25,1.54,214.0
,,,,248.0
,,,,588.0
,,,,449.0
-0.96,8.71,22.65,1.31,214.0
,,,,248.0
,,,,589.0
,,,,449.0
-1.04,6.1,27.44,1.59,214.0
,,,,248.0
,,,,589.0
,,,,449.0
-1.03,6.12,27.25,1.54,214.0
,,,,248.0
,,,,588.0
,,,,449.0
-1.04,6.1,27.44,1.59,214.0
,,,,248.0
,,,,589.0
,,,,449.0
-1.03,6.12,27.25,1.54,214.0
,,,,248.0
,,,,589.0
,,,,449.0
-1.03,6.12,27.25,1.54,214.0
,,,,248.0
,,,,589.0
,,,,449.0
-1.03,6.12,27.25,1.54,214.0
,,,,248.0
,,,,589.0
,,,,449.0
-1.03,6.12,27.25,1.54,214.0
,,,,248.0
,,,,589.0
,,,,449.0
-1.03,6.12,27.25,1.54,214.0
,,,,248.0
,,,,589.0
,,,,449.0
-1.09,5.96,28.37,1.79,214.0
,,,,248.0
,,,,589.0
,,,,450.0
-1.09,5.96,28.37,1.79,214.0
,,,,248.0
,,,,589.0
,,,,450.0
-1.1,5.94,28.54,1.83,214.0
,,,,248.0
,,,,589.0
,,,,450.0
-1.09,8.32,24.57,1.79,214.0
,,,,248.0
,,,,589.0
,,,,450.0
-1.09,8.32,24.57,1.79,214.0
,,,,248.0
,,,,589.0
,,,,450.0
1.26,10.67,20.78,5.59,206.0
,,,,266.0
,,,,542.0
,,,,372.0
3.61,10.67,20.78,9.39,206.0
,,,,266.0
,,,,542.0
,,,,372.0
1.34,8.47,23.74,5.28,206.0
,,,,266.0
,,,,542.0
,,,,372.0
-1.09,5.96,28.37,1.79,206.0
,,,,265.0
,,,,543.0
,,,,373.0
-0.55,7.33,21.96,0.37,206.0
,,,,264.0
,,,,543.0
,,,,373.0
-0.55,7.33,21.96,0.37,206.0
,,,,265.0
,,,,543.0
,,,,374.0
-0.45,7.57,21.33,0.23,206.0
,,,,265.0
,,,,543.0
,,,,374.0
-0.52,10.05,18.7,0.32,206.0
,,,,265.0
,,,,543.0
,,,,374.0
2.27,13.03,15.14,3.17,206.0
,,,,265.0
,,,,543.0
,,,,374.0
-0.55,9.96,18.88,0.37,206.0
,,,,265.0
,,,,543.0
,,,,374.0
-0.52,10.05,18.7,0.32,206.0
,,,,265.0
,,,,543.0
,,,,373.0
-0.52,7.41,21.76,0.32,206.0
,,,,265.0
,,,,543.0
,,,,374.0
-0.52,7.41,21.76,0.32,206.0
,,,,265.0
,,,,543.0
,,,,373.0
-0.52,7.41,21.76,0.32,206.0
,,,,265.0
,,,,543.0
,,,,373.0
-0.55,7.33,21.96,0.37,206.0
,,,,265.0
,,,,543.0
,,,,373.0
-0.55,7.33,21.96,0.37,206.0
,,,,265.0
,,,,543.0
,,,,373.0
-0.55,7.33,21.96,0.37,206.0
,,,,265.0
,,,,543.0
,,,,373.0
-0.42,7.65,21.12,0.18,206.0
,,,,265.0
,,,,543.0
,,,,373.0
-0.52,7.41,21.76,0.32,206.0
,,,,265.0
,,,,543.0
,,,,373.0
-0.52,10.05,18.7,0.32,206.0
,,,,265.0
,,,,543.0
,,,,373.0
-0.52,10.05,18.7,0.32,206.0
,,,,265.0
,,,,543.0
,,,,373.0
2.12,12.69,15.63,3.39,206.0
,,,,265.0
,,,,543.0
,,,,373.0
2.12,12.69,15.63,3.39,206.0
,,,,265.0
,,,,543.0
,,,,373.0
4.77,15.33,12.57,6.45,206.0
,,,,265.0
,,,,543.0
,,,,373.0
4.96,15.72,12.15,6.17,206.0
,,,,265.0
,,,,543.0
,,,,373.0
2.27,13.03,15.14,3.17,206.0
,,,,265.0
,,,,543.0
,,,,373.0
2.27,10.34,18.13,3.17,206.0
,,,,265.0
,,,,543.0
,,,,373.0
2.21,14.21,14.98,-1.18,206.0
,,,,265.0
,,,,543.0
,,,,373.0
0.46,29.69,8.16,-1.62,206.0
,,,,265.0
,,,,543.0
,,,,373.0
0.46,29.69,8.16,-1.62,755.0
,,,,175.0
,,,,661.0
,,,,956.0
0.46,29.66,8.28,-1.63,755.0
,,,,176.0
,,,,661.0
,,,,956.0
2.61,29.94,7.18,-1.6,755.0
,,,,175.0
,,,,661.0
,,,,955.0
2.54,29.66,8.28,-1.63,755.0
,,,,175.0
,,,,661.0
,,,,956.0
0.48,14.36,17.24,-1.61,755.0
,,,,175.0
,,,,661.0
,,,,956.0
0.51,13.46,17.35,-1.59,755.0
,,,,175.0
,,,,661.0
,,,,956.0
2.54,22.36,15.06,-1.63,754.0
,,,,175.0
,,,,661.0
,,,,956.0
2.47,25.69,14.88,-1.66,755.0
,,,,175.0
,,,,661.0
,,,,956.0
1.02,4.44,21.35,-0.86,755.0
,,,,175.0
,,,,661.0
,,,,956.0
-0.17,2.64,25.47,-0.11,755.0
,,,,175.0
,,,,661.0
,,,,956.0
0.06,3.0,24.29,-0.33,755.0
,,,,175.0
,,,,661.0
,,,,956.0
3.27,6.3,20.86,2.2,755.0
,,,,175.0
,,,,661.0
,,,,956.0
3.18,6.17,21.08,2.26,755.0
,,,,175.0
,,,,661.0
,,,,956.0
3.27,9.32,18.19,2.2,755.0
,,,,175.0
,,,,661.0
,,,,956.0
3.27,12.35,15.53,2.2,755.0
,,,,175.0
,,,,661.0
,,,,956.0
6.04,11.96,15.9,5.05,755.0
,,,,175.0
,,,,661.0
,,,,956.0
6.3,12.35,15.53,4.86,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.71,4.43,28.97,12.61,752.0
,,,,175.0
,,,,663.0
,,,,955.0
-1.79,4.22,28.26,12.23,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.79,4.22,28.28,12.24,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.79,4.22,28.28,12.24,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.79,4.22,28.28,12.24,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.79,4.22,28.28,12.24,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.78,4.24,28.33,12.27,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.78,4.25,28.37,12.29,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.79,4.22,28.28,12.24,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.79,4.22,28.28,12.24,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.79,4.22,28.26,12.23,753.0
,,,,176.0
,,,,663.0
,,,,956.0
-1.78,4.24,28.33,12.27,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.78,4.24,28.33,12.27,752.0
,,,,175.0
,,,,663.0
,,,,956.0
0.23,4.25,26.36,12.29,753.0
,,,,175.0
,,,,663.0
,,,,956.0
0.21,4.22,26.28,12.24,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.17,2.14,14.05,15.04,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-0.81,0.88,10.9,16.67,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.0,1.44,12.31,15.79,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-0.81,0.88,10.9,16.67,753.0
,,,,175.0
,,,,663.0
,,,,956.0
1.43,3.84,8.55,18.29,753.0
,,,,175.0
,,,,663.0
,,,,956.0
4.1,4.1,7.78,18.96,753.0
,,,,175.0
,,,,663.0
,,,,956.0
4.19,4.19,7.56,19.17,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.79,2.22,28.3,14.26,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.79,2.21,28.25,14.23,753.0
,,,,175.0
,,,,663.0
,,,,956.0
-1.79,4.23,28.3,12.25,753.0
,,,,175.0
,,,,663.0
,,,,956.0
0.23,4.25,26.35,12.28,753.0
,,,,175.0
,,,,663.0
,,,,956.0
0.23,4.25,26.37,12.29,753.0
,,,,175.0
,,,,663.0
,,,,956.0
2.23,4.23,24.3,12.26,548.0
,,,,170.0
,,,,795.0
,,,,957.0
2.21,4.22,24.25,12.23,548.0
,,,,170.0
,,,,795.0
,,,,957.0
0.38,-0.55,7.32,22.01,548.0
,,,,170.0
,,,,795.0
,,,,957.0
0.5,-0.62,7.15,22.54,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.72,-0.74,9.39,20.29,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.77,-0.76,9.33,20.48,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.59,-0.67,9.58,19.78,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.54,-0.65,9.66,19.57,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.5,-0.62,9.74,19.39,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.28,-0.49,10.14,18.51,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.5,-0.62,9.74,19.39,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.43,-0.58,9.86,19.11,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.38,-0.55,9.94,18.92,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.38,-0.55,7.32,22.01,549.0
,,,,170.0
,,,,795.0
,,,,957.0
0.38,-0.55,7.32,22.01,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.9,1.13,14.99,13.79,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.92,1.18,15.13,13.73,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.98,1.37,15.72,13.47,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.94,1.25,15.34,13.64,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.98,1.37,15.72,13.47,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-1.0,1.44,15.93,13.39,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-1.04,1.58,16.35,13.24,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-1.0,1.44,15.93,13.39,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.96,1.3,15.51,13.56,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.94,1.25,15.34,13.64,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.88,1.06,14.78,13.9,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.88,1.06,14.78,13.9,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.94,1.25,15.34,13.64,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.94,1.25,15.34,13.64,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.92,1.18,15.13,13.73,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.88,1.06,14.78,13.9,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.94,1.25,15.34,13.64,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.9,1.13,14.99,13.79,550.0
,,,,170.0
,,,,795.0
,,,,958.0
-0.98,1.37,15.72,13.47,550.0
,,,,170.0
,,,,795.0
,,,,958.0
-0.98,1.37,15.72,13.47,550.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.88,1.06,14.78,13.9,550.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.94,1.25,15.34,13.64,550.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.92,1.18,15.13,13.73,550.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.94,1.25,15.34,13.64,550.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.94,1.25,15.34,13.64,550.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.81,0.88,14.24,14.18,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.94,1.25,15.34,13.64,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.92,1.18,11.64,16.17,549.0
,,,,170.0
,,,,795.0
,,,,957.0
-0.98,1.37,12.13,15.88,550.0
,,,,170.0
,,,,795.0
,,,,957.0
1.49,4.77,11.82,16.06,550.0
,,,,170.0
,,,,795.0
,,,,957.0
1.49,4.77,11.82,16.06,550.0
,,,,170.0
,,,,795.0
,,,,957.0
0.04,-0.31,10.68,17.55,145.0
,,,,491.0
,,,,951.0
,,,,746.0
-0.01,-0.27,10.8,17.36,145.0
,,,,491.0
,,,,951.0
,,,,746.0
0.04,-0.31,10.68,17.55,145.0
,,,,491.0
,,,,951.0
,,,,746.0
-0.09,-0.2,11.01,17.05,145.0
,,,,491.0
,,,,951.0
,,,,746.0
-0.09,-0.2,11.01,17.05,145.0
,,,,491.0
,,,,951.0
,,,,745.0
0.04,-0.31,10.68,17.55,145.0
